"season;race_num;race_name;race_date;drive;car;team;team_group;rank;grid;laps;duration;retired;ptsl;points"
"3;1;2016 Hong Kong;09/10/2016;Robin Frijns;27;Andretti-BMW;BMW-Andretti;6;20;45;21161;0;8,0,0;8"
"3;1;2016 Hong Kong;09/10/2016;Jérôme d'Ambrosio;7;Dragon-Penske;Dragon;7;18;45;28443;0;6,0,0;6"
"3;1;2016 Hong Kong;09/10/2016;Oliver Turvey;88;NextEV NIO;NIO-NextEV;8;2;45;30355;0;4,0,0;4"
"3;1;2016 Hong Kong;09/10/2016;Maro Engel;5;Venturi;Venturi;9;12;45;30898;0;2,0,0;2"
"3;1;2016 Hong Kong;09/10/2016;Stéphane Sarrazin;4;Venturi;Venturi;10;15;45;31734;0;1,0,0;1"
"3;1;2016 Hong Kong;09/10/2016;Nelson Piquet Jr.;3;NextEV NIO;NIO-NextEV;11;1;45;35256;0;0,3,0;3"
"3;1;2016 Hong Kong;09/10/2016;Adam Carroll;47;Jaguar;Jaguar;12;14;45;43839;0;0,0,0;0"
"3;1;2016 Hong Kong;09/10/2016;Sam Bird;2;Virgin-Citroën;Virgin;13;4;45;48058;0;0,0,0;0"
"3;1;2016 Hong Kong;09/10/2016;Loïc Duval;6;Dragon-Penske;Dragon;14;11;43;+2 Laps;0;0,0,0;0"
"3;1;2016 Hong Kong;09/10/2016;Felix Rosenqvist;19;Mahindra;Mahindra;15;6;43;+2 Laps;0;0,0,1;1"
"3;1;2016 Hong Kong;09/10/2016;Daniel Abt;66;Audi Sport ABT;Audi;99;7;34;99:99.999;1;0,0,0;0"
"3;1;2016 Hong Kong;09/10/2016;Jean-Éric Vergne;25;Techeetah-Renault;Techeetah;99;8;31;99:99.999;1;0,0,0;0"
"3;1;2016 Hong Kong;09/10/2016;José María López;37;Virgin-Citroën;Virgin;99;3;15;99:99.999;1;0,0,0;0"
"3;1;2016 Hong Kong;09/10/2016;Ma Qing Hua;33;Techeetah-Renault;Techeetah;99;17;1;99:99.999;1;0,0,0;0"
"3;1;2016 Hong Kong;09/10/2016;Mitch Evans;20;Jaguar;Jaguar;99;16;24;99:99.999;1;0,0,0;0"
"3;2;2016 Marrakesh;12/11/2016;Sébastien Buemi;9;e.Dams-Renault;Nissan-Renault;1;7;33;;0;25,0,0;25"
"3;2;2016 Marrakesh;12/11/2016;Sam Bird;2;Virgin-Citröen;Virgin;2;2;33;;0;18,0,0;18"
"3;2;2016 Marrakesh;12/11/2016;Felix Rosenqvist;19;Mahindra;Mahindra;3;1;33;;0;15,3,0;18"
"3;2;2016 Marrakesh;12/11/2016;Nico Prost;8;e.Dams-Renault;Nissan-Renault;4;6;33;;0;12,0,0;12"
"3;2;2016 Marrakesh;12/11/2016;Lucas di Grassi;11;Audi Sport ABT;Audi;5;12;33;;0;10,0,0;10"
"3;2;2016 Marrakesh;12/11/2016;Daniel Abt;66;Audi Sport ABT;Audi;6;5;33;;0;8,0,0;8"
"3;2;2016 Marrakesh;12/11/2016;Oliver Turvey;88;NextEV NIO;NIO-NextEV;7;8;33;;0;6,0,0;6"
"3;2;2016 Marrakesh;12/11/2016;Jean-Éric Vergne;25;Techeetah-Renault;Techeetah;8;4;33;;0;4,0,0;4"
"3;2;2016 Marrakesh;12/11/2016;Nick Heidfeld;23;Mahindra;Mahindra;9;11;33;;0;2,0,0;2"
"3;2;2016 Marrakesh;12/11/2016;José María López;37;Virgin-Citröen;Virgin;10;13;33;;0;1,0,0;1"
"3;2;2016 Marrakesh;12/11/2016;Robin Frijns;27;Andretti-BMW;BMW-Andretti;11;9;33;;0;0,0,0;0"
"3;2;2016 Marrakesh;12/11/2016;Stéphane Sarrazin;4;Venturi;Venturi;12;15;33;;0;0,0,0;0"
"3;2;2016 Marrakesh;12/11/2016;Jérôme d'Ambrosio;7;Dragon-Penske;Dragon;13;17;33;;0;0,0,0;0"
"3;2;2016 Marrakesh;12/11/2016;Adam Carroll;47;Jaguar;Jaguar;14;20;33;;0;0,0,0;0"
"3;2;2016 Marrakesh;12/11/2016;Ma Qing Hua;33;Techeetah-Renault;Techeetah;15;18;33;;0;0,0,0;0"
"3;2;2016 Marrakesh;12/11/2016;Nelson Piquet Jr.;3;NextEV NIO;NIO-NextEV;16;3;33;;0;0,0,0;0"
"3;2;2016 Marrakesh;12/11/2016;Mitch Evans;16;Jaguar;Jaguar;17;16;32;;0;0,0,0;0"
"3;2;2016 Marrakesh;12/11/2016;Loïc Duval;6;Dragon-Penske;Dragon;18;19;30;;0;0,0,1;1"
"3;2;2016 Marrakesh;12/11/2016;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;99;10;21;;0;0,0,0;0"
"3;2;2016 Marrakesh;12/11/2016;Maro Engel;5;Venturi;Venturi;99;14;26;;0;0,0,0;0"
"3;3;2017 Buenos Aires;18/02/2017;Sébastien Buemi;9;e.dams-Renault;Nissan-Renault;1;3;37;45:45.623;0;25,0,0;25"
"3;3;2017 Buenos Aires;18/02/2017;Jean-Éric Vergne;25;Techeetah-Renault;Techeetah;2;2;37;2996;0;18,0,0;18"
"3;3;2017 Buenos Aires;18/02/2017;Lucas di Grassi;11;Audi Sport ABT;Audi;3;1;37;6921;0;15,3,0;18"
"3;3;2017 Buenos Aires;18/02/2017;Nico Prost;8;e.dams-Renault;Nissan-Renault;4;6;37;8065;0;12,0,0;12"
"3;3;2017 Buenos Aires;18/02/2017;Nelson Piquet Jr.;3;NextEV NIO;NIO-NextEV;5;5;37;9770;0;10,0,0;10"
"3;3;2017 Buenos Aires;18/02/2017;Loïc Duval;6;Dragon-Penske;Dragon;6;14;37;35103;0;8,0,0;8"
"3;3;2017 Buenos Aires;18/02/2017;Daniel Abt;66;Audi Sport ABT;Audi;7;16;37;35801;0;6,0,0;6"
"3;3;2017 Buenos Aires;18/02/2017;Jérôme d'Ambrosio;7;Dragon-Penske;Dragon;8;9;37;36335;0;4,0,0;4"
"3;3;2017 Buenos Aires;18/02/2017;Oliver Turvey;88;NextEV NIO;NIO-NextEV;9;4;37;37111;0;2,0,0;2"
"3;3;2017 Buenos Aires;18/02/2017;José María López;37;Virgin-Citroën;Virgin;10;18;37;38206;0;1,0,0;1"
"3;3;2017 Buenos Aires;18/02/2017;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;11;17;37;43740;0;0,0,0;0"
"3;3;2017 Buenos Aires;18/02/2017;Stéphane Sarrazin;4;Venturi;Venturi;12;11;37;44243;0;0,0,0;0"
"3;3;2017 Buenos Aires;18/02/2017;Mitch Evans;20;Jaguar;Jaguar;13;7;37;44918;0;0,0,0;0"
"3;3;2017 Buenos Aires;18/02/2017;Robin Frijns;27;Andretti-BMW;BMW-Andretti;14;13;37;49683;0;0,0,0;0"
"3;3;2017 Buenos Aires;18/02/2017;Nick Heidfeld;23;Mahindra;Mahindra;15;12;37;51456;0;0,0,0;0"
"3;3;2017 Buenos Aires;18/02/2017;Ma Qing Hua;33;Techeetah-Renault;Techeetah;16;19;36;+1 Lap;0;0,0,0;0"
"3;3;2017 Buenos Aires;18/02/2017;Adam Carroll;47;Jaguar;Jaguar;17;15;36;+1 Lap;0;0,0,0;0"
"3;3;2017 Buenos Aires;18/02/2017;Felix Rosenqvist;19;Mahindra;Mahindra;18;8;34;+3 Laps;0;0,0,1;1"
"3;3;2017 Buenos Aires;18/02/2017;Maro Engel;5;Venturi;Venturi;99;20;26;99:99.999;1;0,0,0;0"
"3;3;2017 Buenos Aires;18/02/2017;Sam Bird;2;Virgin-Citroën;Virgin;99;10;20;99:99.999;1;0,0,0;0"
"3;4;2017 Mexico City;01/04/2017;Lucas di Grassi;11;Audi Sport ABT;Audi;1;15;45;56'27.535;0;25,0,0;25"
"3;4;2017 Mexico City;01/04/2017;Jean-Éric Vergne;25;Techeetah-Renault;Techeetah;2;3;45;1966;0;18,0,0;18"
"3;4;2017 Mexico City;01/04/2017;Sam Bird;2;Virgin-Citröen;Virgin;3;5;45;7480;0;15,0,0;15"
"3;4;2017 Mexico City;01/04/2017;Mitch Evans;20;Jaguar;Jaguar;4;11;45;9770;0;12,0,0;12"
"3;4;2017 Mexico City;01/04/2017;Nico Prost;8;e.dams-Renault;Nissan-Renault;5;13;45;9956;0;10,0,0;10"
"3;4;2017 Mexico City;01/04/2017;José María López;37;Virgin-Citröen;Virgin;6;2;45;10631;0;8,0,0;8"
"3;4;2017 Mexico City;01/04/2017;Daniel Abt;66;Audi Sport ABT;Audi;7;18;45;11694;0;6,0,0;6"
"3;4;2017 Mexico City;01/04/2017;Adam Carroll;47;Jaguar;Jaguar;8;10;45;13722;0;4,0,0;4"
"3;4;2017 Mexico City;01/04/2017;Nelson Piquet Jr.;3;NextEV NIO;NIO-NextEV;9;16;45;14156;0;2,0,0;2"
"3;4;2017 Mexico City;01/04/2017;Esteban Gutiérrez;33;Techeetah-Renault;Techeetah;10;9;45;15717;0;1,0,0;1"
"3;4;2017 Mexico City;01/04/2017;Robin Frijns;27;Andretti-BMW;BMW-Andretti;11;14;45;21459;0;0,0,0;0"
"3;4;2017 Mexico City;01/04/2017;Nick Heidfeld;23;Mahindra;Mahindra;12;4;45;27232;0;0,0,0;0"
"3;4;2017 Mexico City;01/04/2017;Jérôme d'Ambrosio;7;Dragon-Penske;Dragon;13;19;45;+1.01.365;0;0,0,0;0"
"3;4;2017 Mexico City;01/04/2017;Sébastien Buemi;9;e.dams-Renault;Nissan-Renault;14;7;45;+1.09.646;0;0,0,1;1"
"3;4;2017 Mexico City;01/04/2017;Stéphane Sarrazin;4;Venturi;Venturi;15;17;44;+1 Lap;0;0,0,0;0"
"3;4;2017 Mexico City;01/04/2017;Felix Rosenqvist;19;Mahindra;Mahindra;16;8;43;+2 Laps;0;0,0,0;0"
"3;4;2017 Mexico City;01/04/2017;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;99;6;32;99:99.999;1;0,0,0;0"
"3;4;2017 Mexico City;01/04/2017;Loïc Duval;6;Dragon-Penske;Dragon;99;20;25;99:99.999;1;0,0,0;0"
"3;4;2017 Mexico City;01/04/2017;Maro Engel;5;Venturi;Venturi;99;12;38;99:99.999;1;0,0,0;0"
"3;4;2017 Mexico City;01/04/2017;Oliver Turvey;88;NextEV NIO;NIO-NextEV;99;1;12;99:99.999;1;0,3,0;3"
"3;5;2017 Monaco;13/05/2017;Sébastien Buemi;9;e.Dams-Renault;Nissan-Renault;1;1;51;51:05.488;0;25,3,0;28"
"3;5;2017 Monaco;13/05/2017;Lucas di Grassi;11;Audi Sport ABT;Audi;2;2;51;+0.320;0;18,0,0;18"
"3;5;2017 Monaco;13/05/2017;Nick Heidfeld;23;Mahindra;Mahindra;3;8;51;13678;0;15,0,0;15"
"3;5;2017 Monaco;13/05/2017;Nelson Piquet Jr.;3;NextEV NIO;NIO-NextEV;4;3;51;19074;0;12,0,0;12"
"3;5;2017 Monaco;13/05/2017;Maro Engel;5;Venturi;Venturi;5;5;51;19518;0;10,0,0;10"
"3;5;2017 Monaco;13/05/2017;Felix Rosenqvist;19;Mahindra;Mahindra;6;6;51;19599;0;8,0,0;8"
"3;5;2017 Monaco;13/05/2017;Daniel Abt;66;Audi Sport ABT;Audi;7;9;51;20430;0;6,0,0;6"
"3;5;2017 Monaco;13/05/2017;Esteban Gutiérrez;33;Techeetah-Renault;Techeetah;8;13;51;32295;0;4,0,0;4"
"3;5;2017 Monaco;13/05/2017;Nico Prost;8;e.Dams-Renault;Nissan-Renault;9;18;51;35667;0;2,0,0;2"
"3;5;2017 Monaco;13/05/2017;Mitch Evans;20;Jaguar;Jaguar;10;14;51;38410;0;1,0,0;1"
"3;5;2017 Monaco;13/05/2017;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;11;25;51;+1:08.330;0;0,0,0;0"
"3;5;2017 Monaco;13/05/2017;Robin Frijns;27;Andretti-BMW;BMW-Andretti;12;12;51;+1:14.053;0;0,0,0;0"
"3;5;2017 Monaco;13/05/2017;Oliver Turvey;88;NextEV NIO;NIO-NextEV;13;15;50;+1 Lap;0;0,0,0;0"
"3;5;2017 Monaco;13/05/2017;Adam Carroll;47;Jaguar;Jaguar;14;17;50;+1 Lap;0;0,0,0;0"
"3;5;2017 Monaco;13/05/2017;Stéphane Sarrazin;4;Venturi;Venturi;15;11;49;+2 Laps;0;0,0,0;0"
"3;5;2017 Monaco;13/05/2017;Jérôme d'Ambrosio;7;Dragon-Penske;Dragon;99;19;43;99:99.999;1;0,0,0;0"
"3;5;2017 Monaco;13/05/2017;Jean-Éric Vergne;25;Techeetah-Renault;Techeetah;99;4;20;99:99.999;1;0,0,0;0"
"3;5;2017 Monaco;13/05/2017;José María López;37;Virgin-Citröen;Virgin;99;7;43;99:99.999;1;0,0,0;0"
"3;5;2017 Monaco;13/05/2017;Loïc Duval;6;Dragon-Penske;Dragon;99;20;40;99:99.999;1;0,0,0;0"
"3;5;2017 Monaco;13/05/2017;Sam Bird;2;Virgin-Citröen;Virgin;99;10;36;99:99.999;1;0,0,1;1"
"3;6;2017 Paris;20/05/2017;Sébastien Buemi;9;e.Dams-Renault;Nissan-Renault;1;1;49;59:41.125;0;25,3,0;28"
"3;6;2017 Paris;20/05/2017;José María López;37;Virgin-Citröen;Virgin;2;3;49;+0.707;0;18,0,0;18"
"3;6;2017 Paris;20/05/2017;Nick Heidfeld;23;Mahindra;Mahindra;3;5;49;2043;0;15,0,0;15"
"3;6;2017 Paris;20/05/2017;Felix Rosenqvist;19;Mahindra;Mahindra;4;6;49;2621;0;12,0,0;12"
"3;6;2017 Paris;20/05/2017;Nico Prost;8;e.Dams-Renault;Nissan-Renault;5;9;49;3521;0;10,0,0;10"
"3;6;2017 Paris;20/05/2017;Robin Frijns;27;Andretti-BMW;BMW-Andretti;6;7;49;79994;0;8,0,0;8"
"3;6;2017 Paris;20/05/2017;Nelson Piquet Jr.;3;NextEV NIO;NIO-NextEV;7;11;49;32420;0;6,0,0;6"
"3;6;2017 Paris;20/05/2017;Tom Dillmann;5;Venturi;Venturi;8;15;49;32929;0;4,0,0;4"
"3;6;2017 Paris;20/05/2017;Mitch Evans;20;Jaguar;Jaguar;9;8;49;33369;0;2,0,0;2"
"3;6;2017 Paris;20/05/2017;Stéphane Sarrazin;4;Venturi;Venturi;10;20;49;34051;0;1,0,0;1"
"3;6;2017 Paris;20/05/2017;Esteban Gutiérrez;33;Techeetah-Renault;Techeetah;11;4;49;360914;0;0,0,0;0"
"3;6;2017 Paris;20/05/2017;Oliver Turvey;88;NextEV NIO;NIO-NextEV;12;14;49;400824;0;0,0,0;0"
"3;6;2017 Paris;20/05/2017;Mike Conway;6;Dragon-Penske;Dragon;13;10;48;+1 Lap;0;0,0,0;0"
"3;6;2017 Paris;20/05/2017;Adam Carroll;47;Jaguar;Jaguar;14;19;48;+1 Lap;0;0,0,0;0"
"3;6;2017 Paris;20/05/2017;Sam Bird;2;Virgin-Citröen;Virgin;15;18;47;+2 Laps;0;0,0,1;1"
"3;6;2017 Paris;20/05/2017;Daniel Abt;66;Audi Sport ABT;Audi;99;16;48;99:99.999;1;0,0,0;0"
"3;6;2017 Paris;20/05/2017;Lucas di Grassi;11;Audi Sport ABT;Audi;99;13;38;99:99.999;1;0,0,0;0"
"3;6;2017 Paris;20/05/2017;Jérôme d'Ambrosio;7;Dragon-Penske;Dragon;99;12;35;99:99.999;1;0,0,0;0"
"3;6;2017 Paris;20/05/2017;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;99;17;18;99:99.999;1;0,0,0;0"
"3;6;2017 Paris;20/05/2017;Jean-Éric Vergne;25;Techeetah-Renault;Techeetah;99;2;33;99:99.999;1;0,0,0;0"
"3;7;2017 Berlin;10/06/2017;Felix Rosenqvist;19;Mahindra;Mahindra;1;3;44;53:19.661;0;25,0,0;25"
"3;7;2017 Berlin;10/06/2017;Lucas di Grassi;11;Audi Sport ABT;Audi;2;1;44;2232;0;18,3,0;21"
"3;7;2017 Berlin;10/06/2017;Nick Heidfeld;23;Mahindra;Mahindra;3;4;44;4058;0;15,0,0;15"
"3;7;2017 Berlin;10/06/2017;José María López;37;Virgin-Citröen;Virgin;4;2;44;13638;0;12,0,0;12"
"3;7;2017 Berlin;10/06/2017;Nico Prost;8;e.Dams-Renault;Nissan-Renault;5;9;44;19068;0;10,0,0;10"
"3;7;2017 Berlin;10/06/2017;Daniel Abt;66;Audi Sport ABT;Audi;6;8;44;19799;0;8,0,0;8"
"3;7;2017 Berlin;10/06/2017;Sam Bird;2;Virgin-Citröen;Virgin;7;5;44;20065;0;6,0,0;6"
"3;7;2017 Berlin;10/06/2017;Jean-Éric Vergne;25;Techeetah-Renault;Techeetah;8;6;44;206893;0;4,0,0;4"
"3;7;2017 Berlin;10/06/2017;Maro Engel;5;Venturi;Venturi;9;11;44;39030;0;2,0,0;2"
"3;7;2017 Berlin;10/06/2017;Oliver Turvey;88;NextEV NIO;NIO-NextEV;10;7;44;40985;0;1,0,0;1"
"3;7;2017 Berlin;10/06/2017;Stéphane Sarrazin;33;Techeetah-Renault;Techeetah;11;12;44;42682;0;0,0,0;0"
"3;7;2017 Berlin;10/06/2017;Nelson Piquet Jr.;3;NextEV NIO;NIO-NextEV;12;13;44;42880;0;0,0,0;0"
"3;7;2017 Berlin;10/06/2017;Jérôme d'Ambrosio;7;Dragon-Penske;Dragon;13;10;44;45712;0;0,0,0;0"
"3;7;2017 Berlin;10/06/2017;Adam Carroll;47;Jaguar;Jaguar;14;18;44;49658;0;0,0,0;0"
"3;7;2017 Berlin;10/06/2017;Loïc Duval;6;Dragon-Penske;Dragon;15;19;44;59010;0;0,0,0;0"
"3;7;2017 Berlin;10/06/2017;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;16;20;44;60269;0;0,0,0;0"
"3;7;2017 Berlin;10/06/2017;Robin Frijns;27;Andretti-BMW;BMW-Andretti;17;17;44;62463;0;0,0,0;0"
"3;7;2017 Berlin;10/06/2017;Tom Dillmann;4;Venturi;Venturi;18;15;44;67695;0;0,0,0;0"
"3;7;2017 Berlin;10/06/2017;Mitch Evans;20;Jaguar;Jaguar;99;16;16;99:99.999;1;0,0,1;1"
"3;7;2017 Berlin;10/06/2017;Sébastien Buemi;9;e.Dams-Renault;Nissan-Renault;99;14;44;99:99.999;1;0,0,0;0"
"3;8;2017 Berlin race 2;11/06/2017;Sébastien Buemi;9;e.Dams-Renault;Nissan-Renault;1;2;46;56:02.155;0;25,0,0;25"
"3;8;2017 Berlin race 2;11/06/2017;Felix Rosenqvist;19;Mahindra;Mahindra;2;1;46;7195;0;18,3,0;21"
"3;8;2017 Berlin race 2;11/06/2017;Lucas di Grassi;11;Audi Sport ABT;Audi;3;7;46;10862;0;15,0,0;15"
"3;8;2017 Berlin race 2;11/06/2017;Daniel Abt;66;Audi Sport ABT;Audi;4;8;46;13631;0;12,0,0;12"
"3;8;2017 Berlin race 2;11/06/2017;José María López;37;Virgin-Citröen;Virgin;5;3;46;20324;0;10,0,0;10"
"3;8;2017 Berlin race 2;11/06/2017;Jean-Éric Vergne;25;Techeetah-Renault;Techeetah;6;5;46;20751;0;8,0,0;8"
"3;8;2017 Berlin race 2;11/06/2017;Sam Bird;2;Virgin-Citröen;Virgin;7;4;46;21959;0;6,0,0;6"
"3;8;2017 Berlin race 2;11/06/2017;Nico Prost;8;e.Dams-Renault;Nissan-Renault;8;10;46;22155;0;4,0,0;4"
"3;8;2017 Berlin race 2;11/06/2017;Oliver Turvey;88;NextEV NIO;NIO-NextEV;9;6;46;34949;0;2,0,0;2"
"3;8;2017 Berlin race 2;11/06/2017;Nick Heidfeld;23;Mahindra;Mahindra;10;20;46;35814;0;1,0,0;1"
"3;8;2017 Berlin race 2;11/06/2017;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;11;17;46;44057;0;0,0,0;0"
"3;8;2017 Berlin race 2;11/06/2017;Nelson Piquet Jr.;3;NextEV NIO;NIO-NextEV;12;18;46;44439;0;0,0,0;0"
"3;8;2017 Berlin race 2;11/06/2017;Jérôme d'Ambrosio;7;Dragon-Penske;Dragon;13;12;46;47336;0;0,0,0;0"
"3;8;2017 Berlin race 2;11/06/2017;Stéphane Sarrazin;33;Techeetah-Renault;Techeetah;14;16;46;51653;0;0,0,0;0"
"3;8;2017 Berlin race 2;11/06/2017;Tom Dillmann;4;Venturi;Venturi;15;15;46;56977;0;0,0,0;0"
"3;8;2017 Berlin race 2;11/06/2017;Adam Carroll;47;Jaguar;Jaguar;16;19;46;65426;0;0,0,0;0"
"3;8;2017 Berlin race 2;11/06/2017;Mitch Evans;20;Jaguar;Jaguar;17;9;46;67018;0;0,0,0;0"
"3;8;2017 Berlin race 2;11/06/2017;Robin Frijns;27;Andretti-BMW;BMW-Andretti;18;14;46;72083;0;0,0,0;0"
"3;8;2017 Berlin race 2;11/06/2017;Loïc Duval;6;Dragon-Penske;Dragon;99;11;33;99:99.999;1;0,0,0;0"
"3;8;2017 Berlin race 2;11/06/2017;Maro Engel;5;Venturi;Venturi;99;13;14;99:99.999;1;0,0,1;1"
"3;9;2017 New York City;15/07/2017;Sam Bird;2;Virgin-Citröen;Virgin;1;4;43;52:29.275;0;25,0,0;25"
"3;9;2017 New York City;15/07/2017;Jean-Éric Vergne;25;Techeetah-Renault;Techeetah;2;3;43;1354;0;18,0,0;18"
"3;9;2017 New York City;15/07/2017;Stéphane Sarrazin;33;Techeetah-Renault;Techeetah;3;11;43;4392;0;15,0,0;15"
"3;9;2017 New York City;15/07/2017;Lucas di Grassi;11;Audi Sport ABT;Audi;4;10;43;6155;0;12,0,0;12"
"3;9;2017 New York City;15/07/2017;Loïc Duval;6;Dragon-Penske;Dragon;5;12;43;8428;0;10,0,0;10"
"3;9;2017 New York City;15/07/2017;Oliver Turvey;88;NextEV NIO;NIO-NextEV;6;8;43;8952;0;8,0,0;8"
"3;9;2017 New York City;15/07/2017;Pierre Gasly;9;e.Dams-Renault;Nissan-Renault;7;19;43;9321;0;6,0,0;6"
"3;9;2017 New York City;15/07/2017;Nico Prost;8;e.Dams-Renault;Nissan-Renault;8;9;43;10036;0;4,0,0;4"
"3;9;2017 New York City;15/07/2017;Robin Frijns;27;Andretti-BMW;BMW-Andretti;9;16;43;11019;0;2,0,0;2"
"3;9;2017 New York City;15/07/2017;Adam Carroll;47;Jaguar;Jaguar;10;13;43;12073;0;1,0,0;1"
"3;9;2017 New York City;15/07/2017;Nelson Piquet Jr.;3;NextEV NIO;NIO-NextEV;11;7;43;12977;0;0,0,0;0"
"3;9;2017 New York City;15/07/2017;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;12;18;43;13341;0;0,0,0;0"
"3;9;2017 New York City;15/07/2017;Tom Dillmann;4;Venturi;Venturi;13;15;43;16337;0;0,0,0;0"
"3;9;2017 New York City;15/07/2017;Felix Rosenqvist;19;Mahindra;Mahindra;14;17;42;+1 Lap;0;0,0,0;0"
"3;9;2017 New York City;15/07/2017;Daniel Abt;66;Audi Sport ABT;Audi;99;2;42;99:99.999;1;0,0,0;0"
"3;9;2017 New York City;15/07/2017;Alex Lynn;37;Virgin-Citröen;Virgin;99;1;23;99:99.999;1;0,3,0;3"
"3;9;2017 New York City;15/07/2017;Jérôme d'Ambrosio;7;Dragon-Penske;Dragon;99;5;22;99:99.999;1;0,0,0;0"
"3;9;2017 New York City;15/07/2017;Maro Engel;5;Venturi;Venturi;99;20;30;99:99.999;1;0,0,1;1"
"3;9;2017 New York City;15/07/2017;Mitch Evans;20;Jaguar;Jaguar;99;14;18;99:99.999;1;0,0,0;0"
"3;9;2017 New York City;15/07/2017;Nick Heidfeld;23;Mahindra;Mahindra;99;6;34;99:99.999;1;0,0,0;0"
"3;10;2017 New York City race 2;16/07/2017;Sam Bird;2;Virgin-Citröen;Virgin;1;1;49;58:09.388;0;25,3,0;28"
"3;10;2017 New York City race 2;16/07/2017;Felix Rosenqvist;19;Mahindra;Mahindra;2;2;49;11381;0;18,0,0;18"
"3;10;2017 New York City race 2;16/07/2017;Nick Heidfeld;23;Mahindra;Mahindra;3;5;49;12319;0;15,0,0;15"
"3;10;2017 New York City race 2;16/07/2017;Pierre Gasly;9;e.Dams-Renault;Nissan-Renault;4;4;49;12355;0;12,0,0;12"
"3;10;2017 New York City race 2;16/07/2017;Lucas di Grassi;11;Audi Sport ABT;Audi;5;9;49;23451;0;10,0,0;10"
"3;10;2017 New York City race 2;16/07/2017;Nico Prost;8;e.Dams-Renault;Nissan-Renault;6;14;49;30471;0;8,0,0;8"
"3;10;2017 New York City race 2;16/07/2017;Tom Dillmann;4;Venturi;Venturi;7;10;49;41862;0;6,0,0;6"
"3;10;2017 New York City race 2;16/07/2017;Jean-Éric Vergne;25;Techeetah-Renault;Techeetah;8;3;49;52292;0;4,0,0;4"
"3;10;2017 New York City race 2;16/07/2017;Robin Frijns;27;Andretti-BMW;BMW-Andretti;9;19;49;60475;0;2,0,0;2"
"3;10;2017 New York City race 2;16/07/2017;Jérôme d'Ambrosio;7;Dragon-Penske;Dragon;10;14;49;72659;0;1,0,0;1"
"3;10;2017 New York City race 2;16/07/2017;Adam Carroll;47;Jaguar;Jaguar;11;18;49;101134;0;0,0,0;0"
"3;10;2017 New York City race 2;16/07/2017;Stéphane Sarrazin;33;Techeetah-Renault;Techeetah;12;11;48;+1 Lap;0;0,0,0;0"
"3;10;2017 New York City race 2;16/07/2017;Loïc Duval;6;Dragon-Penske;Dragon;13;17;48;+1 Lap;0;0,0,0;0"
"3;10;2017 New York City race 2;16/07/2017;Oliver Turvey;88;NextEV NIO;NIO-NextEV;14;7;48;+1 Lap;0;0,0,0;0"
"3;10;2017 New York City race 2;16/07/2017;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;15;16;48;+1 Lap;0;0,0,0;0"
"3;10;2017 New York City race 2;16/07/2017;Nelson Piquet Jr.;3;NextEV NIO;NIO-NextEV;16;20;46;+3 Laps;0;0,0,0;0"
"3;10;2017 New York City race 2;16/07/2017;Alex Lynn;37;Virgin-Citröen;Virgin;99;15;19;99:99.999;1;0,0,0;0"
"3;10;2017 New York City race 2;16/07/2017;Daniel Abt;66;Audi Sport ABT;Audi;99;8;18;99:99.999;1;0,0,1;1"
"3;10;2017 New York City race 2;16/07/2017;Maro Engel;5;Venturi;Venturi;99;6;22;99:99.999;1;0,0,0;0"
"3;10;2017 New York City race 2;16/07/2017;Mitch Evans;20;Jaguar;Jaguar;99;12;5;99:99.999;1;0,0,0;0"
"3;11;2017 Montreal;29/07/2017;Lucas di Grassi;11;Audi Sport ABT;Audi;1;1;35;56:55.592;0;25,3,0;28"
"3;11;2017 Montreal;29/07/2017;Jean-Éric Vergne;25;Techeetah-Renault;Techeetah;2;5;35;+0.350;0;18,0,0;18"
"3;11;2017 Montreal;29/07/2017;Stéphane Sarrazin;33;Techeetah-Renault;Techeetah;3;2;35;7869;0;15,0,0;15"
"3;11;2017 Montreal;29/07/2017;Daniel Abt;66;Audi Sport ABT;Audi;4;11;35;8592;0;12,0,0;12"
"3;11;2017 Montreal;29/07/2017;Sam Bird;2;Virgin-Citröen;Virgin;5;18;35;8913;0;10,0,0;10"
"3;11;2017 Montreal;29/07/2017;Nico Prost;8;e.Dams-Renault;Nissan-Renault;6;4;35;10058;0;8,0,0;8"
"3;11;2017 Montreal;29/07/2017;Mitch Evans;20;Jaguar;Jaguar;7;6;35;10457;0;6,0,0;6"
"3;11;2017 Montreal;29/07/2017;Robin Frijns;27;Andretti-BMW;BMW-Andretti;8;13;35;15836;0;4,0,0;4"
"3;11;2017 Montreal;29/07/2017;Felix Rosenqvist;19;Mahindra;Mahindra;9;3;35;16764;0;2,0,0;2"
"3;11;2017 Montreal;29/07/2017;Tom Dillmann;4;Venturi;Venturi;10;9;35;19320;0;1,0,0;1"
