"season;race_num;race_name;race_date;drive;car;team;team_group;rank;grid;laps;duration;retired;ptsl;points"
"4;9;2018 Berlin;19/05/2018;José María López;6;Dragon-Penske;Dragon;18;11;45;53611;0;0,0,0;0"
"4;9;2018 Berlin;19/05/2018;Jérôme d'Ambrosio;7;Dragon-Penske;Dragon;19;4;45;54289;0;0,0,0;0"
"4;9;2018 Berlin;19/05/2018;Stéphane Sarrazin;27;Andretti-BMW;BMW-Andretti;20;16;45;+1:06.954;0;0,0,0;0"
"4;10;2018 Zürich;10/06/2018;Lucas di Grassi;1;Audi;Audi;1;5;39;51:19.811;0;25,0,0;25"
"4;10;2018 Zürich;10/06/2018;Sam Bird;2;Virgin-Citroën;Virgin;2;3;39;7542;0;18,0,0;18"
"4;10;2018 Zürich;10/06/2018;Jérôme d'Ambrosio;7;Dragon-Penske;Dragon;3;4;39;16822;0;15,0,0;15"
"4;10;2018 Zürich;10/06/2018;André Lotterer;18;Techeetah-Renault;Techeetah;4;2;39;20295;0;12,0,1;13"
"4;10;2018 Zürich;10/06/2018;Sébastien Buemi;9;e.Dams-Renault;Nissan-Renault;5;6;39;26692;0;10,0,0;10"
"4;10;2018 Zürich;10/06/2018;Nick Heidfeld;23;Mahindra;Mahindra;6;12;39;28059;0;8,0,0;8"
"4;10;2018 Zürich;10/06/2018;Mitch Evans;20;Jaguar;Jaguar;7;1;39;30631;0;6,3,0;9"
"4;10;2018 Zürich;10/06/2018;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;8;14;39;31301;0;4,0,0;4"
"4;10;2018 Zürich;10/06/2018;Oliver Turvey;16;NIO;NIO-NextEV;9;20;39;32180;0;2,0,0;2"
"4;10;2018 Zürich;10/06/2018;Jean-Éric Vergne;25;Techeetah-Renault;Techeetah;10;17;39;32833;0;1,0,0;1"
"4;10;2018 Zürich;10/06/2018;Maro Engel;5;Venturi;Venturi;11;18;39;34604;0;0,0,0;0"
"4;10;2018 Zürich;10/06/2018;José María López;6;Dragon-Penske;Dragon;12;8;39;35206;0;0,0,0;0"
"4;10;2018 Zürich;10/06/2018;Daniel Abt;66;Audi;Audi;13;9;39;46222;0;0,0,0;0"
"4;10;2018 Zürich;10/06/2018;Stéphane Sarrazin;27;Andretti-BMW;BMW-Andretti;14;25;39;+1:09.505;0;0,0,0;0"
"4;10;2018 Zürich;10/06/2018;Felix Rosenqvist;19;Mahindra;Mahindra;15;10;38;+1 Lap;0;0,0,0;0"
"4;10;2018 Zürich;10/06/2018;Alex Lynn;36;Virgin-Citroën;Virgin;16;15;38;+1 Lap;0;0,0,0;0"
"4;10;2018 Zürich;10/06/2018;Edoardo Mortara;4;Venturi;Venturi;99;13;6;99:99.999;1;0,0,0;0"
"4;10;2018 Zürich;10/06/2018;Luca Filippi;68;NIO;NIO-NextEV;99;19;20;99:99.999;1;0,0,0;0"
"4;10;2018 Zürich;10/06/2018;Nelson Piquet Jr.;3;Jaguar;Jaguar;99;11;20;99:99.999;1;0,0,0;0"
"4;10;2018 Zürich;10/06/2018;Nico Prost;8;e.Dams-Renault;Nissan-Renault;99;7;31;99:99.999;1;0,0,0;0"
"4;11;2018 New York City;14/07/2018;Lucas di Grassi;1;Audi;Audi;1;11;43;1:02:30.054;0;25,0,0;25"
"4;11;2018 New York City;14/07/2018;Daniel Abt;66;Audi;Audi;2;5;43;+0.965;0;18,0,1;19"
"4;11;2018 New York City;14/07/2018;Sébastien Buemi;9;e.Dams-Renault;Nissan-Renault;3;1;43;2583;0;15,3,0;18"
"4;11;2018 New York City;14/07/2018;Tom Dillmann;4;Venturi;Venturi;4;9;43;4090;0;12,0,0;12"
"4;11;2018 New York City;14/07/2018;Jean-Éric Vergne;25;Techeetah-Renault;Techeetah;5;18;43;4679;0;10,0,0;10"
"4;11;2018 New York City;14/07/2018;Nick Heidfeld;23;Mahindra;Mahindra;6;10;43;5142;0;8,0,0;8"
"4;11;2018 New York City;14/07/2018;André Lotterer;18;Techeetah-Renault;Techeetah;7;19;43;5810;0;6,0,0;6"
"4;11;2018 New York City;14/07/2018;Maro Engel;5;Venturi;Venturi;8;8;43;6312;0;4,0,0;4"
"4;11;2018 New York City;14/07/2018;Sam Bird;2;Virgin-Citröen;Virgin;9;14;43;6833;0;2,0,0;2"
"4;11;2018 New York City;14/07/2018;Nico Prost;8;e.Dams-Renault;Nissan-Renault;10;3;43;8389;0;1,0,0;1"
"4;11;2018 New York City;14/07/2018;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;11;12;43;9114;0;0,0,0;0"
"4;11;2018 New York City;14/07/2018;Stéphane Sarrazin;27;Andretti-BMW;BMW-Andretti;12;17;43;13242;0;0,0,0;0"
"4;11;2018 New York City;14/07/2018;Jérôme d'Ambrosio;7;Dragon-Penske;Dragon;13;4;43;13805;0;0,0,0;0"
"4;11;2018 New York City;14/07/2018;Felix Rosenqvist;19;Mahindra;Mahindra;14;16;43;35452;0;0,0,0;0"
"4;11;2018 New York City;14/07/2018;Luca Filippi;68;NIO;NIO-NextEV;15;15;42;+1 Lap;0;0,0,0;0"
"4;11;2018 New York City;14/07/2018;Alex Lynn;36;Virgin-Citröen;Virgin;99;13;33;99:99.999;1;0,0,0;0"
"4;11;2018 New York City;14/07/2018;José María López;6;Dragon-Penske;Dragon;99;7;30;99:99.999;1;0,0,0;0"
"4;11;2018 New York City;14/07/2018;Mitch Evans;20;Jaguar;Jaguar;99;2;0;99:99.999;1;0,0,0;0"
"4;11;2018 New York City;14/07/2018;Nelson Piquet Jr.;3;Jaguar;Jaguar;99;6;30;99:99.999;1;0,0,0;0"
"4;11;2018 New York City;14/07/2018;Oliver Turvey;16;NIO;NIO-NextEV;99;99;0;99:99.999;1;0,0,0;0"
"4;12;2018 New York City race 2;15/07/2018;Jean-Éric Vergne;25;Techeetah-Renault;Techeetah;1;2;43;1:01:38.089;0;25,0,0;25"
"4;12;2018 New York City race 2;15/07/2018;Lucas di Grassi;1;Audi;Audi;2;5;43;+0.508;0;18,0,0;18"
"4;12;2018 New York City race 2;15/07/2018;Daniel Abt;66;Audi;Audi;3;4;43;1287;0;15,0,1;16"
"4;12;2018 New York City race 2;15/07/2018;Sébastien Buemi;9;e.Dams-Renault;Nissan-Renault;4;1;43;1780;0;12,3,0;15"
"4;12;2018 New York City race 2;15/07/2018;Felix Rosenqvist;19;Mahindra;Mahindra;5;9;43;12146;0;10,0,0;10"
"4;12;2018 New York City race 2;15/07/2018;Mitch Evans;20;Jaguar;Jaguar;6;6;43;20050;0;8,0,0;8"
"4;12;2018 New York City race 2;15/07/2018;Nelson Piquet Jr.;3;Jaguar;Jaguar;7;7;43;20592;0;6,0,0;6"
"4;12;2018 New York City race 2;15/07/2018;Nick Heidfeld;23;Mahindra;Mahindra;8;13;43;24275;0;4,0,0;4"
"4;12;2018 New York City race 2;15/07/2018;André Lotterer;18;Techeetah-Renault;Techeetah;9;2;43;28821;0;2,0,0;2"
"4;12;2018 New York City race 2;15/07/2018;Sam Bird;2;Virgin-Citröen;Virgin;10;8;43;32810;0;1,0,0;1"
"4;12;2018 New York City race 2;15/07/2018;Nico Prost;8;e.Dams-Renault;Nissan-Renault;11;16;43;34100;0;0,0,0;0"
"4;12;2018 New York City race 2;15/07/2018;Stéphane Sarrazin;27;Andretti-BMW;BMW-Andretti;12;10;43;34594;0;0,0,0;0"
"4;12;2018 New York City race 2;15/07/2018;Ma Qing Hua;16;NIO;NIO-NextEV;13;18;42;+1 Lap;0;0,0,0;0"
"4;12;2018 New York City race 2;15/07/2018;Alex Lynn;36;Virgin-Citröen;Virgin;14;19;42;+1 Lap;0;0,0,0;0"
"4;12;2018 New York City race 2;15/07/2018;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;15;20;40;+3 Laps;0;0,0,0;0"
"4;12;2018 New York City race 2;15/07/2018;Jérôme d'Ambrosio;7;Dragon-Penske;Dragon;99;12;6;99:99.999;1;0,0,0;0"
"4;12;2018 New York City race 2;15/07/2018;José María López;6;Dragon-Penske;Dragon;99;11;5;99:99.999;1;0,0,0;0"
"4;12;2018 New York City race 2;15/07/2018;Luca Filippi;68;NIO;NIO-NextEV;99;15;7;99:99.999;1;0,0,0;0"
"4;12;2018 New York City race 2;15/07/2018;Maro Engel;5;Venturi;Venturi;99;17;15;99:99.999;1;0,0,0;0"
"4;12;2018 New York City race 2;15/07/2018;Tom Dillmann;4;Venturi;Venturi;99;14;4;99:99.999;1;0,0,0;0"
"5;1;2018 Ad Diriyah;15/12/2018;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;1;1;33;46:29.377;0;25,3,0;28"
"5;1;2018 Ad Diriyah;15/12/2018;Jean-Éric Vergne;25;Techeetah-DS;Techeetah;2;5;33;+0.462;0;18,0,0;18"
"5;1;2018 Ad Diriyah;15/12/2018;Jérôme d'Ambrosio;64;Mahindra;Mahindra;3;6;33;4033;0;15,0,0;15"
"5;1;2018 Ad Diriyah;15/12/2018;Mitch Evans;20;Jaguar;Jaguar;4;8;33;5383;0;12,0,0;12"
"5;1;2018 Ad Diriyah;15/12/2018;André Lotterer;36;Techeetah-DS;Techeetah;5;7;33;5579;0;10,0,1;11"
"5;1;2018 Ad Diriyah;15/12/2018;Sébastien Buemi;23;e.dams-Nissan;Nissan-Renault;6;3;33;6625;0;8,0,0;8"
"5;1;2018 Ad Diriyah;15/12/2018;Oliver Rowland;22;e.dams-Nissan;Nissan-Renault;7;14;33;9105;0;6,0,0;6"
"5;1;2018 Ad Diriyah;15/12/2018;Daniel Abt;66;Audi;Audi;8;11;33;9819;0;4,0,0;4"
"5;1;2018 Ad Diriyah;15/12/2018;Lucas di Grassi;11;Audi;Audi;9;18;33;10936;0;2,0,0;2"
"5;1;2018 Ad Diriyah;15/12/2018;Nelson Piquet Jr.;3;Jaguar;Jaguar;10;15;33;11564;0;1,0,0;1"
"5;1;2018 Ad Diriyah;15/12/2018;Sam Bird;2;Virgin-Audi;Virgin;11;19;33;11747;0;0,0,0;0"
"5;1;2018 Ad Diriyah;15/12/2018;Robin Frijns;4;Virgin-Audi;Virgin;12;20;33;12189;0;0,0,0;0"
"5;1;2018 Ad Diriyah;15/12/2018;Oliver Turvey;16;NIO;NIO-NextEV;13;21;33;13104;0;0,0,0;0"
"5;1;2018 Ad Diriyah;15/12/2018;Tom Dillmann;8;NIO;NIO-NextEV;14;22;33;14273;0;0,0,0;0"
"5;1;2018 Ad Diriyah;15/12/2018;Maximilian Günther;6;Dragon-Penske;Dragon;15;16;33;16161;0;0,0,0;0"
"5;1;2018 Ad Diriyah;15/12/2018;Stoffel Vandoorne;5;HWA-Venturi;Mercedes;16;4;33;20013;0;0,0,0;0"
"5;1;2018 Ad Diriyah;15/12/2018;Felipe Massa;19;Venturi;Venturi;17;12;33;436107;0;0,0,0;0"
"5;1;2018 Ad Diriyah;15/12/2018;Alexander Sims;27;Andretti-BMW;BMW-Andretti;18;10;33;47412;0;0,0,0;0"
"5;1;2018 Ad Diriyah;15/12/2018;Edoardo Mortara;48;Venturi;Venturi;19;13;32;+1 Lap;0;0,0,0;0"
"5;1;2018 Ad Diriyah;15/12/2018;Felix Rosenqvist;94;Mahindra;Mahindra;99;17;8;99:99.999;1;0,0,0;0"
"5;1;2018 Ad Diriyah;15/12/2018;Gary Paffett;17;HWA-Venturi;Mercedes;99;9;9;99:99.999;1;0,0,0;0"
"5;1;2018 Ad Diriyah;15/12/2018;José María López;7;Dragon-Penske;Dragon;99;2;25;99:99.999;1;0,0,0;0"
"5;2;2019 Marrakesh;12/01/2019;Jérôme d'Ambrosio;64;Mahindra;Mahindra;1;10;31;46:45.884;0;25,0,0;25"
"5;2;2019 Marrakesh;12/01/2019;Robin Frijns;4;Virgin-Audi;Virgin;2;8;31;+0.143;0;18,0,0;18"
"5;2;2019 Marrakesh;12/01/2019;Sam Bird;2;Virgin-Audi;Virgin;3;1;31;+0.461;0;15,3,0;18"
"5;2;2019 Marrakesh;12/01/2019;Alexander Sims;27;Andretti-BMW;BMW-Andretti;4;4;31;+0.740;0;12,0,0;12"
"5;2;2019 Marrakesh;12/01/2019;Jean-Éric Vergne;25;Techeetah-Citroën;Techeetah;5;2;31;1232;0;10,0,0;10"
"5;2;2019 Marrakesh;12/01/2019;André Lotterer;36;Techeetah-Citroën;Techeetah;6;20;31;1457;0;8,0,0;8"
"5;2;2019 Marrakesh;12/01/2019;Lucas di Grassi;11;Audi;Audi;7;11;31;1633;0;6,0,1;7"
"5;2;2019 Marrakesh;12/01/2019;Sébastien Buemi;23;e.Dams-Nissan;Nissan-Renault;8;2;31;2455;0;4,0,0;4"
"5;2;2019 Marrakesh;12/01/2019;Mitch Evans;20;Jaguar;Jaguar;9;6;31;2980;0;2,0,0;2"
"5;2;2019 Marrakesh;12/01/2019;Daniel Abt;66;Audi;Audi;10;16;31;4014;0;1,0,0;1"
"5;2;2019 Marrakesh;12/01/2019;José María López;7;Dragon-Penske;Dragon;11;13;31;4528;0;0,0,0;0"
"5;2;2019 Marrakesh;12/01/2019;Maximilian Günther;6;Dragon-Penske;Dragon;12;21;31;6034;0;0,0,0;0"
"5;2;2019 Marrakesh;12/01/2019;Edoardo Mortara;48;Venturi;Venturi;13;17;31;6790;0;0,0,0;0"
"5;2;2019 Marrakesh;12/01/2019;Nelson Piquet Jr.;3;Jaguar;Jaguar;14;9;31;6833;0;0,0,0;0"
"5;2;2019 Marrakesh;12/01/2019;Oliver Rowland;22;e.Dams-Nissan;Nissan-Renault;15;12;31;7529;0;0,0,0;0"
"5;2;2019 Marrakesh;12/01/2019;Oliver Turvey;16;NIO;NIO-NextEV;16;14;31;9241;0;0,0,0;0"
"5;2;2019 Marrakesh;12/01/2019;Tom Dillmann;8;NIO;NIO-NextEV;17;18;31;9665;0;0,0,0;0"
"5;2;2019 Marrakesh;12/01/2019;Felipe Massa;19;Venturi;Venturi;18;15;31;10250;0;0,0,0;0"
"5;2;2019 Marrakesh;12/01/2019;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;99;6;25;99:99.999;1;0,0,0;0"
"5;2;2019 Marrakesh;12/01/2019;Gary Paffett;17;HWA-Venturi;Mercedes;99;19;3;99:99.999;1;0,0,0;0"
"5;2;2019 Marrakesh;12/01/2019;Pascal Wehrlein;94;Mahindra;Mahindra;99;7;1;99:99.999;1;0,0,0;0"
"5;2;2019 Marrakesh;12/01/2019;Stoffel Vandoorne;5;HWA-Venturi;Mercedes;99;22;1;99:99.999;1;0,0,0;0"
"5;3;2019 Santiago;26/01/2019;Sam Bird;2;Virgin-Audi;Virgin;1;4;36;47:02:511;0;25,0,0;25"
"5;3;2019 Santiago;26/01/2019;Pascal Wehrlein;94;Mahindra;Mahindra;2;2;36;6489;0;18,0,0;18"
"5;3;2019 Santiago;26/01/2019;Daniel Abt;66;Audi;Audi;3;3;36;14529;0;15,0,1;16"
"5;3;2019 Santiago;26/01/2019;Edoardo Mortara;48;Venturi;Venturi;4;6;36;17056;0;12,0,0;12"
"5;3;2019 Santiago;26/01/2019;Robin Frijns;4;Virgin-Audi;Virgin;5;15;36;20276;0;10,0,0;10"
"5;3;2019 Santiago;26/01/2019;Mitch Evans;20;Jaguar;Jaguar;6;11;36;23755;0;8,0,0;8"
"5;3;2019 Santiago;26/01/2019;Alexander Sims;27;Andretti-BMW;BMW-Andretti;7;8;36;275903;0;6,0,0;6"
"5;3;2019 Santiago;26/01/2019;Oliver Turvey;16;NIO;NIO-NextEV;8;18;36;45059;0;4,0,0;4"
"5;3;2019 Santiago;26/01/2019;José María López;7;Dragon-Penske;Dragon;9;10;36;453764;0;2,0,0;2"
"5;3;2019 Santiago;26/01/2019;Jérôme d'Ambrosio;64;Mahindra;Mahindra;10;20;36;469845;0;1,0,0;1"
"5;3;2019 Santiago;26/01/2019;Nelson Piquet Jr.;3;Jaguar;Jaguar;11;19;36;48635;0;0,0,0;0"
"5;3;2019 Santiago;26/01/2019;Lucas di Grassi;11;Audi;Audi;12;22;36;+1:03.5526;0;0,0,0;0"
"5;3;2019 Santiago;26/01/2019;André Lotterer;36;Techeetah-DS;Techeetah;13;14;36;+1:19.7067;0;0,0,0;0"
"5;3;2019 Santiago;26/01/2019;Gary Paffett;17;HWA-Venturi;Mercedes;14;16;35;+1 lap;0;0,0,0;0"
"5;3;2019 Santiago;26/01/2019;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;99;17;23;99:99.999;1;0,0,0;0"
"5;3;2019 Santiago;26/01/2019;Felipe Massa;19;Venturi;Venturi;99;9;12;99:99.999;1;0,0,0;0"
"5;3;2019 Santiago;26/01/2019;Jean-Éric Vergne;25;Techeetah-DS;Techeetah;99;12;22;99:99.999;1;0,0,0;0"
"5;3;2019 Santiago;26/01/2019;Maximilian Günther;6;Dragon-Penske;Dragon;99;7;12;99:99.999;1;0,0,0;0"
"5;3;2019 Santiago;26/01/2019;Oliver Rowland;22;e.Dams-Nissan;Nissan-Renault;99;13;31;99:99.999;1;0,0,0;0"
"5;3;2019 Santiago;26/01/2019;Sébastien Buemi;23;e.Dams-Nissan;Nissan-Renault;99;1;21;99:99.999;1;0,3,0;3"
"5;3;2019 Santiago;26/01/2019;Stoffel Vandoorne;5;HWA-Venturi;Mercedes;99;5;17;99:99.999;1;0,0,0;0"
"5;3;2019 Santiago;26/01/2019;Tom Dillmann;8;NIO;NIO-NextEV;99;21;10;99:99.999;1;0,0,0;0"
"5;4;2019 Mexico City;16/02/2019;Lucas di Grassi;11;Audi;Audi;1;2;45;1:13:15.422;0;25,0,0;25"
"5;4;2019 Mexico City;16/02/2019;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;2;5;45;+0.436;0;18,0,0;18"
"5;4;2019 Mexico City;16/02/2019;Edoardo Mortara;48;Venturi;Venturi;3;9;45;+0.745;0;15,0,0;15"
"5;4;2019 Mexico City;16/02/2019;Jérôme d'Ambrosio;64;Mahindra;Mahindra;4;18;45;1159;0;12,0,0;12"
"5;4;2019 Mexico City;16/02/2019;André Lotterer;36;Techeetah-DS;Techeetah;5;12;45;1785;0;10,0,0;10"
"5;4;2019 Mexico City;16/02/2019;Pascal Wehrlein;94;Mahindra;Mahindra;6;1;45;52102;0;8,3,1;12"
"5;4;2019 Mexico City;16/02/2019;Mitch Evans;20;Jaguar;Jaguar;7;17;45;5800;0;6,0,0;6"
"5;4;2019 Mexico City;16/02/2019;Felipe Massa;19;Venturi;Venturi;8;3;45;8084;0;4,0,0;4"
"5;4;2019 Mexico City;16/02/2019;Sam Bird;2;Virgin-Audi;Virgin;9;22;45;8356;0;2,0,0;2"
"5;4;2019 Mexico City;16/02/2019;Daniel Abt;66;Audi;Audi;10;21;45;8438;0;1,0,0;1"
"5;4;2019 Mexico City;16/02/2019;Robin Frijns;4;Virgin-Audi;Virgin;11;20;45;9044;0;0,0,0;0"
"5;4;2019 Mexico City;16/02/2019;Oliver Turvey;16;NIO;NIO-NextEV;12;10;45;11252;0;0,0,0;0"
"5;4;2019 Mexico City;16/02/2019;Jean-Éric Vergne;25;Techeetah-DS;Techeetah;13;8;45;19153;0;0,0,0;0"
"5;4;2019 Mexico City;16/02/2019;Alexander Sims;27;Andretti-BMW;BMW-Andretti;14;7;45;20471;0;0,0,0;0"
"5;4;2019 Mexico City;16/02/2019;Tom Dillmann;8;NIO;NIO-NextEV;15;13;45;20871;0;0,0,0;0"
"5;4;2019 Mexico City;16/02/2019;Gary Paffett;17;HWA-Venturi;Mercedes;16;16;45;23272;0;0,0,0;0"
"5;4;2019 Mexico City;16/02/2019;José María López;7;Dragon-Penske;Dragon;17;15;45;415423;0;0,0,0;0"
"5;4;2019 Mexico City;16/02/2019;Stoffel Vandoorne;5;HWA-Venturi;Mercedes;18;19;45;434254;0;0,0,0;0"
"5;4;2019 Mexico City;16/02/2019;Felipe Nasr;6;Dragon-Penske;Dragon;19;14;45;+1:56.160;0;0,0,0;0"
"5;4;2019 Mexico City;16/02/2019;Oliver Rowland;22;e.Dams-Nissan;Nissan-Renault;99;4;44;99:99.999;1;0,0,0;0"
"5;4;2019 Mexico City;16/02/2019;Sébastien Buemi;23;e.Dams-Nissan;Nissan-Renault;99;6;44;99:99.999;1;0,0,0;0"
"5;4;2019 Mexico City;16/02/2019;Nelson Piquet Jr.;3;Jaguar;Jaguar;99;11;2;99:99.999;1;0,0,0;0"
"5;5;2019 Hong Kong;10/03/2019;Edoardo Mortara;48;Venturi;Venturi;1;6;36;59:36.119;0;25,0,0;25"
"5;5;2019 Hong Kong;10/03/2019;Lucas di Grassi;11;Audi;Audi;2;5;36;+0.988;0;18,0,0;18"
"5;5;2019 Hong Kong;10/03/2019;Robin Frijns;4;Virgin-Audi;Virgin;3;10;36;1536;0;15,0,0;15"
"5;5;2019 Hong Kong;10/03/2019;Daniel Abt;66;Audi;Audi;4;12;36;1985;0;12,0,0;12"
"5;5;2019 Hong Kong;10/03/2019;Felipe Massa;19;Venturi;Venturi;5;9;36;3258;0;10,0,0;10"
"5;5;2019 Hong Kong;10/03/2019;Sam Bird;2;Virgin-Audi;Virgin;6;7;36;33062;0;8,0,1;9"
"5;5;2019 Hong Kong;10/03/2019;Mitch Evans;20;Jaguar;Jaguar;7;17;36;4017;0;6,0,0;6"
"5;5;2019 Hong Kong;10/03/2019;Gary Paffett;17;HWA-Venturi;Mercedes;8;4;36;4368;0;4,0,0;4"
"5;5;2019 Hong Kong;10/03/2019;Oliver Turvey;16;NIO;NIO-NextEV;9;19;36;5624;0;2,0,0;2"
"5;5;2019 Hong Kong;10/03/2019;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;10;20;36;6492;0;1,0,0;1"
"5;5;2019 Hong Kong;10/03/2019;José María López;7;Dragon-Penske;Dragon;11;14;36;7218;0;0,0,0;0"
"5;5;2019 Hong Kong;10/03/2019;Tom Dillmann;8;NIO;NIO-NextEV;12;11;36;7825;0;0,0,0;0"
"5;5;2019 Hong Kong;10/03/2019;Jean-Éric Vergne;25;Techeetah-DS;Techeetah;13;18;36;166042;0;0,0,0;0"
"5;5;2019 Hong Kong;10/03/2019;André Lotterer;36;Techeetah-DS;Techeetah;14;3;36;24270;0;0,0,0;0"
"5;5;2019 Hong Kong;10/03/2019;Alexander Sims;27;Andretti-BMW;BMW-Andretti;99;13;16;99:99.999;1;0,0,0;0"
"5;5;2019 Hong Kong;10/03/2019;Felipe Nasr;6;Dragon-Penske;Dragon;99;16;1;99:99.999;1;0,0,0;0"
"5;5;2019 Hong Kong;10/03/2019;Jérôme d'Ambrosio;64;Mahindra;Mahindra;99;22;1;99:99.999;1;0,0,0;0"
"5;5;2019 Hong Kong;10/03/2019;Nelson Piquet Jr.;3;Jaguar;Jaguar;99;15;1;99:99.999;1;0,0,0;0"
"5;5;2019 Hong Kong;10/03/2019;Oliver Rowland;22;e.Dams-Nissan;Nissan-Renault;99;2;29;99:99.999;1;0,0,0;0"
"5;5;2019 Hong Kong;10/03/2019;Pascal Wehrlein;94;Mahindra;Mahindra;99;21;1;99:99.999;1;0,0,0;0"
"5;5;2019 Hong Kong;10/03/2019;Sébastien Buemi;23;e.Dams-Nissan;Nissan-Renault;99;8;19;99:99.999;1;0,0,0;0"
"5;5;2019 Hong Kong;10/03/2019;Stoffel Vandoorne;5;HWA-Venturi;Mercedes;99;1;20;99:99.999;1;0,3,0;3"
"5;6;2019 Sanya;23/03/2019;Jean-Éric Vergne;25;Techeetah-DS;Techeetah;1;2;36;1:02:50.185;0;25,0,1;26"
"5;6;2019 Sanya;23/03/2019;Oliver Rowland;22;e.Dams-Nissan;Nissan-Renault;2;1;36;1762;0;18,3,0;21"
"5;6;2019 Sanya;23/03/2019;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;3;3;36;3268;0;15,0,0;15"
"5;6;2019 Sanya;23/03/2019;André Lotterer;36;Techeetah-DS;Techeetah;4;7;36;4631;0;12,0,0;12"
"5;6;2019 Sanya;23/03/2019;Daniel Abt;66;Audi;Audi;5;4;36;5972;0;10,0,0;10"
"5;6;2019 Sanya;23/03/2019;Jérôme d'Ambrosio;64;Mahindra;Mahindra;6;8;36;17340;0;8,0,0;8"
"5;6;2019 Sanya;23/03/2019;Pascal Wehrlein;94;Mahindra;Mahindra;7;9;36;18367;0;6,0,0;6"
"5;6;2019 Sanya;23/03/2019;Sébastien Buemi;23;e.Dams-Nissan;Nissan-Renault;8;26;36;194053;0;4,0,0;4"
"5;6;2019 Sanya;23/03/2019;Mitch Evans;20;Jaguar;Jaguar;9;20;36;20646;0;2,0,0;2"
"5;6;2019 Sanya;23/03/2019;Felipe Massa;19;Venturi;Venturi;10;15;36;27739;0;1,0,0;1"
"5;6;2019 Sanya;23/03/2019;Oliver Turvey;16;NIO;NIO-NextEV;11;19;36;31453;0;0,0,0;0"
"5;6;2019 Sanya;23/03/2019;Tom Dillmann;8;NIO;NIO-NextEV;12;17;36;32654;0;0,0,0;0"
"5;6;2019 Sanya;23/03/2019;Edoardo Mortara;48;Venturi;Venturi;13;11;36;382084;0;0,0,0;0"
"5;6;2019 Sanya;23/03/2019;Robin Frijns;4;Virgin-Audi;Virgin;99;12;35;99:99.999;1;0,0,0;0"
"5;6;2019 Sanya;23/03/2019;Lucas di Grassi;11;Audi;Audi;99;10;34;99:99.999;1;0,0,0;0"
"5;6;2019 Sanya;23/03/2019;Alexander Sims;27;Andretti-BMW;BMW-Andretti;99;5;20;99:99.999;1;0,0,0;0"
"5;6;2019 Sanya;23/03/2019;Felipe Nasr;6;Dragon-Penske;Dragon;99;18;1;99:99.999;1;0,0,0;0"
"5;6;2019 Sanya;23/03/2019;Gary Paffett;17;HWA-Venturi;Mercedes;99;26;13;99:99.999;1;0,0,0;0"
"5;6;2019 Sanya;23/03/2019;José María López;7;Dragon-Penske;Dragon;99;14;10;99:99.999;1;0,0,0;0"
"5;6;2019 Sanya;23/03/2019;Nelson Piquet Jr.;3;Jaguar;Jaguar;99;22;21;99:99.999;1;0,0,0;0"
"5;6;2019 Sanya;23/03/2019;Sam Bird;2;Virgin-Audi;Virgin;99;16;1;99:99.999;1;0,0,0;0"
"5;6;2019 Sanya;23/03/2019;Stoffel Vandoorne;5;HWA-Venturi;Mercedes;99;13;1;99:99.999;1;0,0,0;0"
"5;7;2019 Rome;13/04/2019;Mitch Evans;20;Jaguar;Jaguar;1;2;29;1:33:51.140;0;25,0,0;25"
"5;7;2019 Rome;13/04/2019;André Lotterer;36;Techeetah-DS;Techeetah;2;1;29;+0.979;0;18,3,0;21"
"5;7;2019 Rome;13/04/2019;Stoffel Vandoorne;5;HWA-Venturi;Mercedes;3;4;29;6399;0;15,0,0;15"
"5;7;2019 Rome;13/04/2019;Robin Frijns;4;Virgin-Audi;Virgin;4;8;29;9181;0;12,0,0;12"
"5;7;2019 Rome;13/04/2019;Sébastien Buemi;23;e.Dams-Nissan;Nissan-Renault;5;6;29;9778;0;10,0,1;11"
"5;7;2019 Rome;13/04/2019;Oliver Rowland;22;e.Dams-Nissan;Nissan-Renault;6;10;29;11262;0;8,0,0;8"
"5;7;2019 Rome;13/04/2019;Lucas di Grassi;11;Audi;Audi;7;13;29;24340;0;6,0,0;6"
"5;7;2019 Rome;13/04/2019;Jérôme d'Ambrosio;64;Mahindra;Mahindra;8;19;29;28633;0;4,0,0;4"
"5;7;2019 Rome;13/04/2019;António Félix da Costa;28;Andretti-BMW;BMW-Andretti;9;11;29;306513;0;2,0,0;2"
"5;7;2019 Rome;13/04/2019;Pascal Wehrlein;94;Mahindra;Mahindra;10;14;29;30735;0;1,0,0;1"
"5;7;2019 Rome;13/04/2019;Sam Bird;2;Virgin-Audi;Virgin;11;12;29;32272;0;0,0,0;0"
"5;7;2019 Rome;13/04/2019;Alex Lynn;3;Jaguar;Jaguar;12;21;29;42238;0;0,0,0;0"
